scientific_name	authority	rank	aphia_id	url	parent_name	parent_id	status	valid_aphia_id	valid_name	valid_authority	kingdom	phylum	class	order	family	genus	classification
Arcteonais lomondi	(Martin, 1907)	Species	1040900	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1040900	Arcteonais	1040084	accepted	1040900	Arcteonais lomondi	(Martin, 1907)	Animalia	Annelida	Clitellata	Tubificida	Naididae	Arcteonais	[] Biota - [Kingdom] Animalia - [Phylum] Annelida - [Class] Clitellata - [Subclass] Oligochaeta - [Order] Tubificida - [Suborder] Tubificina - [Family] Naididae - [Subfamily] Naidinae - [Genus] Arcteonais - [Species] Arcteonais lomondi
Pontellidae	Dana, 1852-1853	Family	104097	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104097	Calanoida	1100	accepted	104097	Pontellidae	Dana, 1852-1853	Animalia	Arthropoda	Copepoda	Calanoida	Pontellidae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Pontellidae
Acartia	Dana, 1846	Genus	104108	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104108	Acartiidae	104074	accepted	104108	Acartia	Dana, 1846	Animalia	Arthropoda	Copepoda	Calanoida	Acartiidae	Acartia	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Acartiidae - [Genus] Acartia
Calanus	Leach, 1816	Genus	104152	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104152	Calanidae	104079	accepted	104152	Calanus	Leach, 1816	Animalia	Arthropoda	Copepoda	Calanoida	Calanidae	Calanus	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Calanidae - [Genus] Calanus
Candacia	Dana, 1846	Genus	104157	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104157	Candaciidae	104080	accepted	104157	Candacia	Dana, 1846	Animalia	Arthropoda	Copepoda	Calanoida	Candaciidae	Candacia	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Candaciidae - [Genus] Candacia
Centropages	Kr¯yer, 1849	Genus	104159	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104159	Centropagidae	104081	accepted	104159	Centropages	Kr¯yer, 1849	Animalia	Arthropoda	Copepoda	Calanoida	Centropagidae	Centropages	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Centropagidae - [Genus] Centropages
Clausocalanus	Giesbrecht, 1888	Genus	104161	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104161	Clausocalanidae	104082	accepted	104161	Clausocalanus	Giesbrecht, 1888	Animalia	Arthropoda	Copepoda	Calanoida	Clausocalanidae	Clausocalanus	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Clausocalanidae - [Genus] Clausocalanus
Microcalanus	Sars G.O., 1903	Genus	104164	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104164	Clausocalanidae	104082	accepted	104164	Microcalanus	Sars G.O., 1903	Animalia	Arthropoda	Copepoda	Calanoida	Clausocalanidae	Microcalanus	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Clausocalanidae - [Genus] Microcalanus
Pseudocalanus	Boeck, 1872	Genus	104165	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104165	Clausocalanidae	104082	accepted	104165	Pseudocalanus	Boeck, 1872	Animalia	Arthropoda	Copepoda	Calanoida	Clausocalanidae	Pseudocalanus	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Clausocalanidae - [Genus] Pseudocalanus
Metridia	Boeck, 1865	Genus	104190	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104190	Metridinidae	104092	accepted	104190	Metridia	Boeck, 1865	Animalia	Arthropoda	Copepoda	Calanoida	Metridinidae	Metridia	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Metridinidae - [Genus] Metridia
Paracalanus	Boeck, 1865	Genus	104196	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104196	Paracalanidae	104093	accepted	104196	Paracalanus	Boeck, 1865	Animalia	Arthropoda	Copepoda	Calanoida	Paracalanidae	Paracalanus	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Paracalanidae - [Genus] Paracalanus
Scolecithricella	Sars G.O., 1902	Genus	104229	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104229	Scolecitrichidae	104103	accepted	104229	Scolecithricella	Sars G.O., 1902	Animalia	Arthropoda	Copepoda	Calanoida	Scolecitrichidae	Scolecithricella	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Scolecitrichidae - [Genus] Scolecithricella
Eurytemora	Giesbrecht, 1881	Genus	104240	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104240	Temoridae	104106	accepted	104240	Eurytemora	Giesbrecht, 1881	Animalia	Arthropoda	Copepoda	Calanoida	Temoridae	Eurytemora	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Temoridae - [Genus] Eurytemora
Temora	Baird, 1850	Genus	104241	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104241	Temoridae	104106	accepted	104241	Temora	Baird, 1850	Animalia	Arthropoda	Copepoda	Calanoida	Temoridae	Temora	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Temoridae - [Genus] Temora
Acartia bifilosa	(Giesbrecht, 1881)	Species	104249	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104249	Acartia	104108	alternate representation	345919	Acartia (Acanthacartia) bifilosa	(Giesbrecht, 1881)	Animalia	Arthropoda	Copepoda	Calanoida	Acartiidae	Acartia	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Acartiidae - [Genus] Acartia - [Species] Acartia bifilosa
Acartia clausi	Giesbrecht, 1889	Species	104251	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104251	Acartia	104108	alternate representation	149755	Acartia (Acartiura) clausi	Giesbrecht, 1889	Animalia	Arthropoda	Copepoda	Calanoida	Acartiidae	Acartia	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Acartiidae - [Genus] Acartia - [Species] Acartia clausi
Acartia discaudata	(Giesbrecht, 1882)	Species	104253	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104253	Acartia	104108	alternate representation	234125	Acartia (Acartiura) discaudata	(Giesbrecht, 1881)	Animalia	Arthropoda	Copepoda	Calanoida	Acartiidae	Acartia	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Acartiidae - [Genus] Acartia - [Species] Acartia discaudata
Acartia longiremis	(Lilljeborg, 1853)	Species	104257	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104257	Acartia	104108	alternate representation	346037	Acartia (Acartiura) longiremis	(Lilljeborg, 1853)	Animalia	Arthropoda	Copepoda	Calanoida	Acartiidae	Acartia	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Acartiidae - [Genus] Acartia - [Species] Acartia longiremis
Acartia tonsa	Dana, 1849	Species	104262	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104262	Acartia	104108	alternate representation	345943	Acartia (Acanthacartia) tonsa	Dana, 1849	Animalia	Arthropoda	Copepoda	Calanoida	Acartiidae	Acartia	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Acartiidae - [Genus] Acartia - [Species] Acartia tonsa
Elodea	A. Michaux, 1803	Genus	1043305	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1043305	Hydrocharitaceae	143751	accepted	1043305	Elodea	A. Michaux, 1803	Plantae	Tracheophyta	Magnoliopsida	Alismatales	Hydrocharitaceae	Elodea	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Lilianae - [Order] Alismatales - [Family] Hydrocharitaceae - [Genus] Elodea
Elodea canadensis	Michx.	Species	1043306	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1043306	Elodea	1043305	accepted	1043306	Elodea canadensis	Michx.	Plantae	Tracheophyta	Magnoliopsida	Alismatales	Hydrocharitaceae	Elodea	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Lilianae - [Order] Alismatales - [Family] Hydrocharitaceae - [Genus] Elodea - [Species] Elodea canadensis
Elodea nuttallii	(Planch.) H.St.John	Species	1043307	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1043307	Elodea	1043305	accepted	1043307	Elodea nuttallii	(Planch.) H.St.John	Plantae	Tracheophyta	Magnoliopsida	Alismatales	Hydrocharitaceae	Elodea	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Lilianae - [Order] Alismatales - [Family] Hydrocharitaceae - [Genus] Elodea - [Species] Elodea nuttallii
Calanus finmarchicus	(Gunnerus, 1770)	Species	104464	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104464	Calanus	104152	accepted	104464	Calanus finmarchicus	(Gunnerus, 1770)	Animalia	Arthropoda	Copepoda	Calanoida	Calanidae	Calanus	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Calanidae - [Genus] Calanus - [Species] Calanus finmarchicus
Calanus glacialis	Jaschnov, 1955	Species	104465	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104465	Calanus	104152	accepted	104465	Calanus glacialis	Jaschnov, 1955	Animalia	Arthropoda	Copepoda	Calanoida	Calanidae	Calanus	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Calanidae - [Genus] Calanus - [Species] Calanus glacialis
Calanus helgolandicus	(Claus, 1863)	Species	104466	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104466	Calanus	104152	accepted	104466	Calanus helgolandicus	(Claus, 1863)	Animalia	Arthropoda	Copepoda	Calanoida	Calanidae	Calanus	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Calanidae - [Genus] Calanus - [Species] Calanus helgolandicus
Calanus hyperboreus	Kr¯yer, 1838	Species	104467	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104467	Calanus	104152	accepted	104467	Calanus hyperboreus	Kr¯yer, 1838	Animalia	Arthropoda	Copepoda	Calanoida	Calanidae	Calanus	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Calanidae - [Genus] Calanus - [Species] Calanus hyperboreus
Candacia armata	Boeck, 1872	Species	104474	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104474	Candacia	104157	accepted	104474	Candacia armata	Boeck, 1872	Animalia	Arthropoda	Copepoda	Calanoida	Candaciidae	Candacia	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Candaciidae - [Genus] Candacia - [Species] Candacia armata
Centropages hamatus	(Lilljeborg, 1853)	Species	104496	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104496	Centropages	104159	accepted	104496	Centropages hamatus	(Lilljeborg, 1853)	Animalia	Arthropoda	Copepoda	Calanoida	Centropagidae	Centropages	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Centropagidae - [Genus] Centropages - [Species] Centropages hamatus
Centropages typicus	Kr¯yer, 1849	Species	104499	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104499	Centropages	104159	accepted	104499	Centropages typicus	Kr¯yer, 1849	Animalia	Arthropoda	Copepoda	Calanoida	Centropagidae	Centropages	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Centropagidae - [Genus] Centropages - [Species] Centropages typicus
Clausocalanus arcuicornis	(Dana, 1849)	Species	104502	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104502	Clausocalanus	104161	alternate representation	1461626	Clausocalanus arcuicornis arcuicornis	(Dana, 1849)	Animalia	Arthropoda	Copepoda	Calanoida	Clausocalanidae	Clausocalanus	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Clausocalanidae - [Genus] Clausocalanus - [Species] Clausocalanus arcuicornis
Pseudocalanus elongatus	(Brady, 1865)	Species	104515	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104515	Pseudocalanus	104165	accepted	104515	Pseudocalanus elongatus	(Brady, 1865)	Animalia	Arthropoda	Copepoda	Calanoida	Clausocalanidae	Pseudocalanus	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Clausocalanidae - [Genus] Pseudocalanus - [Species] Pseudocalanus elongatus
Pseudocalanus minutus	(Kr¯yer, 1845)	Species	104517	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104517	Pseudocalanus	104165	accepted	104517	Pseudocalanus minutus	(Kr¯yer, 1845)	Animalia	Arthropoda	Copepoda	Calanoida	Clausocalanidae	Pseudocalanus	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Clausocalanidae - [Genus] Pseudocalanus - [Species] Pseudocalanus minutus
Metridia longa	(Lubbock, 1854)	Species	104632	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104632	Metridia	104190	accepted	104632	Metridia longa	(Lubbock, 1854)	Animalia	Arthropoda	Copepoda	Calanoida	Metridinidae	Metridia	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Metridinidae - [Genus] Metridia - [Species] Metridia longa
Metridia lucens	Boeck, 1865	Species	104633	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104633	Metridia	104190	alternate representation	850801	Metridia lucens lucens	Boeck, 1865	Animalia	Arthropoda	Copepoda	Calanoida	Metridinidae	Metridia	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Metridinidae - [Genus] Metridia - [Species] Metridia lucens
Paracalanus parvus	(Claus, 1863)	Species	104685	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104685	Paracalanus	104196	alternate representation	745865	Paracalanus parvus parvus	(Claus, 1863)	Animalia	Arthropoda	Copepoda	Calanoida	Paracalanidae	Paracalanus	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Paracalanidae - [Genus] Paracalanus - [Species] Paracalanus parvus
Anomalocera patersoni	Templeton, 1837	Species	104722	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104722	Anomalocera	104206	unaccepted	364368	Anomalocera patersonii	Templeton, 1837	Animalia	Arthropoda	Copepoda	Calanoida	Pontellidae	Anomalocera	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Pontellidae - [Genus] Anomalocera - [Species] Anomalocera patersoni
Fjordia lineata	(LovÈn, 1846)	Species	1047411	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1047411	Fjordia	1047409	superseded combination	139982	Coryphella lineata	(LovÈn, 1846)	Animalia	Mollusca	Gastropoda	Nudibranchia	Coryphellidae	Fjordia	[] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Gastropoda - [Subclass] Heterobranchia - [Infraclass] Euthyneura - [Subterclass] Ringipleura - [Superorder] Nudipleura - [Order] Nudibranchia - [Suborder] Cladobranchia - [Superfamily] Fionoidea - [Family] Coryphellidae - [Genus] Fjordia - [Species] Fjordia lineata
Edmundsella pedata	(Montagu, 1816)	Species	1047602	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1047602	Edmundsella	1047600	accepted	1047602	Edmundsella pedata	(Montagu, 1816)	Animalia	Mollusca	Gastropoda	Nudibranchia	Flabellinidae	Edmundsella	[] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Gastropoda - [Subclass] Heterobranchia - [Infraclass] Euthyneura - [Subterclass] Ringipleura - [Superorder] Nudipleura - [Order] Nudibranchia - [Suborder] Cladobranchia - [Superfamily] Aeolidioidea - [Family] Flabellinidae - [Genus] Edmundsella - [Species] Edmundsella pedata
Scolecithricella minor	(Brady, 1883)	Species	104811	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104811	Scolecithricella	104229	alternate representation	1509944	Scolecithricella minor minor	(Brady, 1883)	Animalia	Arthropoda	Copepoda	Calanoida	Scolecitrichidae	Scolecithricella	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Scolecitrichidae - [Genus] Scolecithricella - [Species] Scolecithricella minor
Eurytemora affinis	(Poppe, 1880)	Species	104872	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104872	Eurytemora	104240	unaccepted	1416974	Eurytemora affinis affinis	(Poppe, 1880)	Animalia	Arthropoda	Copepoda	Calanoida	Temoridae	Eurytemora	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Temoridae - [Genus] Eurytemora - [Species] Eurytemora affinis
