scientific_name	authority	rank	aphia_id	url	parent_name	parent_id	status	valid_aphia_id	valid_name	valid_authority	kingdom	phylum	class	order	family	genus	classification
Orchestia gammarellus	(Pallas, 1766)	Species	103202	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103202	Orchestia	101783	accepted	103202	Orchestia gammarellus	(Pallas, 1766)	Animalia	Arthropoda	Malacostraca	Amphipoda	Talitridae	Orchestia	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Talitrida - [Parvorder] Talitridira - [Superfamily] Talitroidea - [Epifamily] Talitroidae - [Family] Talitridae - [Subfamily] Talitrinae - [Genus] Orchestia - [Species] Orchestia gammarellus
Urothoe elegans	Spence Bate, 1857	Species	103228	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103228	Urothoe	101789	accepted	103228	Urothoe elegans	Spence Bate, 1857	Animalia	Arthropoda	Malacostraca	Amphipoda	Urothoidae	Urothoe	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Amphilochidea - [Infraorder] Lysianassida - [Parvorder] Haustoriidira - [Superfamily] Haustorioidea - [Family] Urothoidae - [Genus] Urothoe - [Species] Urothoe elegans
Hyperia galba	(Montagu, 1813)	Species	103251	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103251	Hyperia	101796	accepted	103251	Hyperia galba	(Montagu, 1813)	Animalia	Arthropoda	Malacostraca	Amphipoda	Hyperiidae	Hyperia	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Hyperiidea - [Infraorder] Physocephalata - [Parvorder] Physocephalatidira - [Superfamily] Phronimoidea - [Family] Hyperiidae - [Genus] Hyperia - [Species] Hyperia galba
Themisto abyssorum	(Boeck, 1871)	Species	103259	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103259	Themisto	101800	accepted	103259	Themisto abyssorum	(Boeck, 1871)	Animalia	Arthropoda	Malacostraca	Amphipoda	Hyperiidae	Themisto	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Hyperiidea - [Infraorder] Physocephalata - [Parvorder] Physocephalatidira - [Superfamily] Phronimoidea - [Family] Hyperiidae - [Genus] Themisto - [Species] Themisto abyssorum
Scina borealis	(G.O. Sars, 1883)	Species	103278	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103278	Scina	101810	accepted	103278	Scina borealis	(G.O. Sars, 1883)	Animalia	Arthropoda	Malacostraca	Amphipoda	Scinidae	Scina	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Hyperiidea - [Infraorder] Physosomata - [Parvorder] Physosomatidira - [Superfamily] Scinoidea - [Family] Scinidae - [Genus] Scina - [Species] Scina borealis
Scorpaeniformes		Order	10329	https://www.marinespecies.org/aphia.php?p=taxdetails&id=10329	Actinopterygii	10194	accepted	10329	Scorpaeniformes		Animalia	Chordata		Scorpaeniformes			[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Vertebrata - [Infraphylum] Gnathostomata - [Parvphylum] Osteichthyes - [Gigaclass] Actinopterygii - [Order] Scorpaeniformes
Pleuronectiformes		Order	10331	https://www.marinespecies.org/aphia.php?p=taxdetails&id=10331	Teleostei	293496	accepted	10331	Pleuronectiformes		Animalia	Chordata	Actinopteri	Pleuronectiformes			[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Vertebrata - [Infraphylum] Gnathostomata - [Parvphylum] Osteichthyes - [Gigaclass] Actinopterygii - [Class] Actinopteri - [Subclass] Teleostei - [Order] Pleuronectiformes
Lamispina falcata	(St¯p-Bowitz, 1948)	Species	1033423	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1033423	Lamispina	872864	accepted	1033423	Lamispina falcata	(St¯p-Bowitz, 1948)	Animalia	Annelida	Polychaeta	Terebellida	Flabelligeridae	Lamispina	[] Biota - [Kingdom] Animalia - [Phylum] Annelida - [Class] Polychaeta - [Subclass] Sedentaria - [Infraclass] Canalipalpata - [Order] Terebellida - [Suborder] Cirratuliformia - [Family] Flabelligeridae - [Genus] Lamispina - [Species] Lamispina falcata
Fritillaria	Fol, 1872	Genus	103358	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103358	Fritillariinae	342471	accepted	103358	Fritillaria	Fol, 1872	Animalia	Chordata	Appendicularia	Copelata	Fritillariidae	Fritillaria	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Appendicularia - [Order] Copelata - [Family] Fritillariidae - [Subfamily] Fritillariinae - [Genus] Fritillaria
Oikopleura	Mertens, 1830	Genus	103367	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103367	Labiata	343701	accepted	103367	Oikopleura	Mertens, 1830	Animalia	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Appendicularia - [Order] Copelata - [Family] Oikopleuridae - [Subfamily] Oikopleurinae - [Tribe] Labiata - [Genus] Oikopleura
Fritillaria borealis	Lohmann, 1896	Species	103375	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103375	Fritillaria	103358	accepted	103375	Fritillaria borealis	Lohmann, 1896	Animalia	Chordata	Appendicularia	Copelata	Fritillariidae	Fritillaria	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Appendicularia - [Order] Copelata - [Family] Fritillariidae - [Subfamily] Fritillariinae - [Genus] Fritillaria - [Species] Fritillaria borealis
Oikopleura (Vexillaria) dioica	Fol, 1872	Species	103407	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103407	Oikopleura (Vexillaria)	343702	accepted	103407	Oikopleura (Vexillaria) dioica	Fol, 1872	Animalia	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Appendicularia - [Order] Copelata - [Family] Oikopleuridae - [Subfamily] Oikopleurinae - [Tribe] Labiata - [Genus] Oikopleura - [Subgenus] Oikopleura (Vexillaria) - [Species] Oikopleura (Vexillaria) dioica
Polyclinidae	Milne Edwards, 1841	Family	103441	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103441	Aplousobranchia	103434	accepted	103441	Polyclinidae	Milne Edwards, 1841	Animalia	Chordata	Ascidiacea	Aplousobranchia	Polyclinidae		[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Aplousobranchia - [Family] Polyclinidae
Molgulidae	Lacaze-Duthiers, 1877	Family	103448	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103448	Stolidobranchia	103436	accepted	103448	Molgulidae	Lacaze-Duthiers, 1877	Animalia	Chordata	Ascidiacea	Stolidobranchia	Molgulidae		[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Stolidobranchia - [Family] Molgulidae
Clavelina	Savigny, 1816	Genus	103453	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103453	Clavelinidae	103438	accepted	103453	Clavelina	Savigny, 1816	Animalia	Chordata	Ascidiacea	Aplousobranchia	Clavelinidae	Clavelina	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Aplousobranchia - [Family] Clavelinidae - [Genus] Clavelina
Diplosoma	Macdonald, 1859	Genus	103457	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103457	Didemnidae	103439	accepted	103457	Diplosoma	Macdonald, 1859	Animalia	Chordata	Ascidiacea	Aplousobranchia	Didemnidae	Diplosoma	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Aplousobranchia - [Family] Didemnidae - [Genus] Diplosoma
Polyclinum	Savigny, 1816	Genus	103474	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103474	Polyclinidae	103441	accepted	103474	Polyclinum	Savigny, 1816	Animalia	Chordata	Ascidiacea	Aplousobranchia	Polyclinidae	Polyclinum	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Aplousobranchia - [Family] Polyclinidae - [Genus] Polyclinum
Ascidia	Linnaeus, 1767	Genus	103483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103483	Ascidiidae	103443	accepted	103483	Ascidia	Linnaeus, 1767	Animalia	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae	Ascidia	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Phlebobranchia - [Family] Ascidiidae - [Genus] Ascidia
Ascidiella	Roule, 1884	Genus	103484	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103484	Ascidiidae	103443	accepted	103484	Ascidiella	Roule, 1884	Animalia	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae	Ascidiella	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Phlebobranchia - [Family] Ascidiidae - [Genus] Ascidiella
Molgula	Forbes, 1848	Genus	103509	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103509	Molgulidae	103448	accepted	103509	Molgula	Forbes, 1848	Animalia	Chordata	Ascidiacea	Stolidobranchia	Molgulidae	Molgula	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Stolidobranchia - [Family] Molgulidae - [Genus] Molgula
Botryllus	Gaertner, 1774	Genus	103529	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103529	Styelidae	103450	accepted	103529	Botryllus	Gaertner, 1774	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Botryllus	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Stolidobranchia - [Family] Styelidae - [Genus] Botryllus
Dendrodoa	MacLeay, 1824	Genus	103531	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103531	Styelidae	103450	accepted	103531	Dendrodoa	MacLeay, 1824	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Dendrodoa	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Stolidobranchia - [Family] Styelidae - [Genus] Dendrodoa
Polycarpa	Heller, 1877	Genus	103538	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103538	Styelidae	103450	accepted	103538	Polycarpa	Heller, 1877	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Polycarpa	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Stolidobranchia - [Family] Styelidae - [Genus] Polycarpa
Styela	Fleming, 1822	Genus	103543	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103543	Styelidae	103450	accepted	103543	Styela	Fleming, 1822	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Styela	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Stolidobranchia - [Family] Styelidae - [Genus] Styela
Clavelina lepadiformis	(M¸ller, 1776)	Species	103552	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103552	Clavelina	103453	accepted	103552	Clavelina lepadiformis	(M¸ller, 1776)	Animalia	Chordata	Ascidiacea	Aplousobranchia	Clavelinidae	Clavelina	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Aplousobranchia - [Family] Clavelinidae - [Genus] Clavelina - [Species] Clavelina lepadiformis
Diplosoma listerianum	(Milne Edwards, 1841)	Species	103579	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103579	Diplosoma	103457	accepted	103579	Diplosoma listerianum	(Milne Edwards, 1841)	Animalia	Chordata	Ascidiacea	Aplousobranchia	Didemnidae	Diplosoma	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Aplousobranchia - [Family] Didemnidae - [Genus] Diplosoma - [Species] Diplosoma listerianum
Aplidium turbinatum	(Savigny, 1816)	Species	103670	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103670	Aplidium	103471	accepted	103670	Aplidium turbinatum	(Savigny, 1816)	Animalia	Chordata	Ascidiacea	Aplousobranchia	Polyclinidae	Aplidium	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Aplousobranchia - [Family] Polyclinidae - [Genus] Aplidium - [Species] Aplidium turbinatum
Polyclinum aurantium	Milne Edwards, 1841	Species	103674	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103674	Polyclinum	103474	accepted	103674	Polyclinum aurantium	Milne Edwards, 1841	Animalia	Chordata	Ascidiacea	Aplousobranchia	Polyclinidae	Polyclinum	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Aplousobranchia - [Family] Polyclinidae - [Genus] Polyclinum - [Species] Polyclinum aurantium
Synoicum pulmonaria	(Ellis & Solander, 1786)	Species	103692	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103692	Synoicum	103479	accepted	103692	Synoicum pulmonaria	(Ellis & Solander, 1786)	Animalia	Chordata	Ascidiacea	Aplousobranchia	Polyclinidae	Synoicum	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Aplousobranchia - [Family] Polyclinidae - [Genus] Synoicum - [Species] Synoicum pulmonaria
Ascidia conchilega	M¸ller, 1776	Species	103702	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103702	Ascidia	103483	accepted	103702	Ascidia conchilega	M¸ller, 1776	Animalia	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae	Ascidia	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Phlebobranchia - [Family] Ascidiidae - [Genus] Ascidia - [Species] Ascidia conchilega
Ascidia mentula	M¸ller, 1776	Species	103710	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103710	Ascidia	103483	accepted	103710	Ascidia mentula	M¸ller, 1776	Animalia	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae	Ascidia	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Phlebobranchia - [Family] Ascidiidae - [Genus] Ascidia - [Species] Ascidia mentula
Ascidia obliqua	Alder, 1863	Species	103713	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103713	Ascidia	103483	accepted	103713	Ascidia obliqua	Alder, 1863	Animalia	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae	Ascidia	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Phlebobranchia - [Family] Ascidiidae - [Genus] Ascidia - [Species] Ascidia obliqua
Ascidia virginea	M¸ller, 1776	Species	103717	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103717	Ascidia	103483	accepted	103717	Ascidia virginea	M¸ller, 1776	Animalia	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae	Ascidia	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Phlebobranchia - [Family] Ascidiidae - [Genus] Ascidia - [Species] Ascidia virginea
Ascidiella aspersa	(M¸ller, 1776)	Species	103718	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103718	Ascidiella	103484	accepted	103718	Ascidiella aspersa	(M¸ller, 1776)	Animalia	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae	Ascidiella	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Phlebobranchia - [Family] Ascidiidae - [Genus] Ascidiella - [Species] Ascidiella aspersa
Ascidiella scabra	(M¸ller, 1776)	Species	103719	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103719	Ascidiella	103484	accepted	103719	Ascidiella scabra	(M¸ller, 1776)	Animalia	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae	Ascidiella	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Phlebobranchia - [Family] Ascidiidae - [Genus] Ascidiella - [Species] Ascidiella scabra
Ciona intestinalis	(Linnaeus, 1767)	Species	103732	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103732	Ciona	103488	accepted	103732	Ciona intestinalis	(Linnaeus, 1767)	Animalia	Chordata	Ascidiacea	Phlebobranchia	Cionidae	Ciona	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Phlebobranchia - [Family] Cionidae - [Genus] Ciona - [Species] Ciona intestinalis
Corella parallelogramma	(M¸ller, 1776)	Species	103743	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103743	Corella	103495	accepted	103743	Corella parallelogramma	(M¸ller, 1776)	Animalia	Chordata	Ascidiacea	Phlebobranchia	Corellidae	Corella	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Phlebobranchia - [Family] Corellidae - [Genus] Corella - [Species] Corella parallelogramma
Eugyra arenosa	(Alder & Hancock, 1848)	Species	103764	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103764	Eugyra	103506	accepted	103764	Eugyra arenosa	(Alder & Hancock, 1848)	Animalia	Chordata	Ascidiacea	Stolidobranchia	Molgulidae	Eugyra	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Stolidobranchia - [Family] Molgulidae - [Genus] Eugyra - [Species] Eugyra arenosa
Molgula citrina	Alder & Hancock, 1848	Species	103775	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103775	Molgula	103509	accepted	103775	Molgula citrina	Alder & Hancock, 1848	Animalia	Chordata	Ascidiacea	Stolidobranchia	Molgulidae	Molgula	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Stolidobranchia - [Family] Molgulidae - [Genus] Molgula - [Species] Molgula citrina
Pyura tessellata	(Forbes, 1848)	Species	103853	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103853	Pyura	103524	accepted	103853	Pyura tessellata	(Forbes, 1848)	Animalia	Chordata	Ascidiacea	Stolidobranchia	Pyuridae	Pyura	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Stolidobranchia - [Family] Pyuridae - [Genus] Pyura - [Species] Pyura tessellata
Botryllus schlosseri	(Pallas, 1766)	Species	103862	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103862	Botryllus	103529	accepted	103862	Botryllus schlosseri	(Pallas, 1766)	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Botryllus	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Stolidobranchia - [Family] Styelidae - [Genus] Botryllus - [Species] Botryllus schlosseri
Dendrodoa grossularia	(Van Beneden, 1846)	Species	103882	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103882	Dendrodoa	103531	accepted	103882	Dendrodoa grossularia	(Van Beneden, 1846)	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Dendrodoa	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Stolidobranchia - [Family] Styelidae - [Genus] Dendrodoa - [Species] Dendrodoa grossularia
Pelonaia corrugata	Goodsir & Forbes, 1841	Species	103894	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103894	Pelonaia	103536	accepted	103894	Pelonaia corrugata	Goodsir & Forbes, 1841	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Pelonaia	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Stolidobranchia - [Family] Styelidae - [Genus] Pelonaia - [Species] Pelonaia corrugata
Spirosperma ferox	Eisen, 1879	Species	1038999	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1038999	Spirosperma	475530	accepted	1038999	Spirosperma ferox	Eisen, 1879	Animalia	Annelida	Clitellata	Tubificida	Naididae	Spirosperma	[] Biota - [Kingdom] Animalia - [Phylum] Annelida - [Class] Clitellata - [Subclass] Oligochaeta - [Order] Tubificida - [Suborder] Tubificina - [Family] Naididae - [Subfamily] Tubificinae - [Genus] Spirosperma - [Species] Spirosperma ferox
Polycarpa pomaria	(Savigny, 1816)	Species	103909	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103909	Polycarpa	103538	accepted	103909	Polycarpa pomaria	(Savigny, 1816)	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Polycarpa	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Stolidobranchia - [Family] Styelidae - [Genus] Polycarpa - [Species] Polycarpa pomaria
Styela coriacea	(Alder & Hancock, 1848)	Species	103930	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103930	Styela	103543	accepted	103930	Styela coriacea	(Alder & Hancock, 1848)	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Styela	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Stolidobranchia - [Family] Styelidae - [Genus] Styela - [Species] Styela coriacea
Styela rustica	Linnaeus, 1767	Species	103937	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103937	Styela	103543	accepted	103937	Styela rustica	Linnaeus, 1767	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Styela	[] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Tunicata - [Class] Ascidiacea - [Order] Stolidobranchia - [Family] Styelidae - [Genus] Styela - [Species] Styela rustica
Bicosoeca	H.J.Clark, 1868	Genus	103987	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103987	Bicosoecaceae	22574	accepted	103987	Bicosoeca	H.J.Clark, 1868	Chromista	Bigyra	Bicoecea	Bicoecida	Bicosoecaceae	Bicosoeca	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Bigyra - [Subphylum] Bicosoecia - [Class] Bicoecea - [Subclass] Bicosidia - [Superorder] Cyathobodoniae - [Order] Bicoecida - [Family] Bicosoecaceae - [Genus] Bicosoeca
Cafeteria	T.Fenchel & D.J.Patterson, 1988	Genus	103989	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103989	Cafeteriaceae	17616	accepted	103989	Cafeteria	T.Fenchel & D.J.Patterson, 1988	Chromista	Bigyra	Bicoecea	Bicoecida	Cafeteriaceae	Cafeteria	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Bigyra - [Subphylum] Bicosoecia - [Class] Bicoecea - [Subclass] Bicosidia - [Superorder] Cyathobodoniae - [Order] Bicoecida - [Family] Cafeteriaceae - [Genus] Cafeteria
Stylodrilus heringianus	ClaparËde, 1862	Species	1040258	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1040258	Stylodrilus	475537	accepted	1040258	Stylodrilus heringianus	ClaparËde, 1862	Animalia	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Stylodrilus	[] Biota - [Kingdom] Animalia - [Phylum] Annelida - [Class] Clitellata - [Subclass] Oligochaeta - [Order] Lumbriculida - [Family] Lumbriculidae - [Genus] Stylodrilus - [Species] Stylodrilus heringianus
Terebratulina retusa	(Linnaeus, 1758)	Species	104055	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104055	Terebratulina	104040	accepted	104055	Terebratulina retusa	(Linnaeus, 1758)	Animalia	Brachiopoda	Rhynchonellata	Terebratulida	Cancellothyrididae	Terebratulina	[] Biota - [Kingdom] Animalia - [Phylum] Brachiopoda - [Subphylum] Rhynchonelliformea - [Class] Rhynchonellata - [Order] Terebratulida - [Suborder] Terebratulidina - [Superfamily] Cancellothyroidea - [Family] Cancellothyrididae - [Subfamily] Cancellothyridinae - [Genus] Terebratulina - [Species] Terebratulina retusa
Macandrevia cranium	(O. F. M¸ller, 1776)	Species	104062	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104062	Macandrevia	104046	accepted	104062	Macandrevia cranium	(O. F. M¸ller, 1776)	Animalia	Brachiopoda	Rhynchonellata	Terebratulida	Zeilleriidae	Macandrevia	[] Biota - [Kingdom] Animalia - [Phylum] Brachiopoda - [Subphylum] Rhynchonelliformea - [Class] Rhynchonellata - [Order] Terebratulida - [Suborder] Terebratellidina - [Superfamily] Zeillerioidea - [Family] Zeilleriidae - [Subfamily] Macandreviinae - [Genus] Macandrevia - [Species] Macandrevia cranium
Aetideidae	Giesbrecht, 1892	Family	104075	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104075	Calanoida	1100	accepted	104075	Aetideidae	Giesbrecht, 1892	Animalia	Arthropoda	Copepoda	Calanoida	Aetideidae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Aetideidae
Clausocalanidae	Giesbrecht, 1893	Family	104082	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104082	Calanoida	1100	accepted	104082	Clausocalanidae	Giesbrecht, 1893	Animalia	Arthropoda	Copepoda	Calanoida	Clausocalanidae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Clausocalanidae
Euchaetidae	Giesbrecht, 1893	Family	104086	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104086	Calanoida	1100	accepted	104086	Euchaetidae	Giesbrecht, 1893	Animalia	Arthropoda	Copepoda	Calanoida	Euchaetidae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Copepoda - [Infraclass] Neocopepoda - [Superorder] Gymnoplea - [Order] Calanoida - [Family] Euchaetidae
