scientific_name	author	rank	taxon_id	synonyms	Class	Order	Family	Genus	taxon_hierarchy	RecommendedGUID
Phormidium ornatum	(Kütz. ex Gomont) Anagn. & Komárek	species	6020390		Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Phormidium	Bacteria - Cyanobacteria - Cyanophyceae - Oscillatoriophycidae - Oscillatoriales - Oscillatoriaceae - Phormidium - Phormidium ornatum	urn:lsid:dyntaxa.se:Taxon:6020390
Phormidium productum	(West & G.S.West) Anagn. & Komárek	species	6020391		Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Phormidium	Bacteria - Cyanobacteria - Cyanophyceae - Oscillatoriophycidae - Oscillatoriales - Oscillatoriaceae - Phormidium - Phormidium productum	urn:lsid:dyntaxa.se:Taxon:6020391
Phormidium pseudopriestleyi	Anagn. & Komárek	species	263536		Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Phormidium	Bacteria - Cyanobacteria - Cyanophyceae - Oscillatoriophycidae - Oscillatoriales - Oscillatoriaceae - Phormidium - Phormidium pseudopriestleyi	urn:lsid:dyntaxa.se:Taxon:263536
Phormidium retzii	Kütz.ex Gomont	species	263537		Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Phormidium	Bacteria - Cyanobacteria - Cyanophyceae - Oscillatoriophycidae - Oscillatoriales - Oscillatoriaceae - Phormidium - Phormidium retzii	urn:lsid:dyntaxa.se:Taxon:263537
Phormidium subfuscum	Kütz. ex Gomont	species	263539		Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Phormidium	Bacteria - Cyanobacteria - Cyanophyceae - Oscillatoriophycidae - Oscillatoriales - Oscillatoriaceae - Phormidium - Phormidium subfuscum	urn:lsid:dyntaxa.se:Taxon:263539
Phormidium terebriforme	(C.Agardh ex Gomont) Anagn. & Komárek	species	236765		Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Phormidium	Bacteria - Cyanobacteria - Cyanophyceae - Oscillatoriophycidae - Oscillatoriales - Oscillatoriaceae - Phormidium - Phormidium terebriforme	urn:lsid:dyntaxa.se:Taxon:236765
Phormidium tergestinum	(Rabenh. ex Gomont) Anagn. & Komárek	species	257683		Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Phormidium	Bacteria - Cyanobacteria - Cyanophyceae - Oscillatoriophycidae - Oscillatoriales - Oscillatoriaceae - Phormidium - Phormidium tergestinum	urn:lsid:dyntaxa.se:Taxon:257683
Phormidium tinctorium	Kütz. ex Gomont	species	263540		Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Phormidium	Bacteria - Cyanobacteria - Cyanophyceae - Oscillatoriophycidae - Oscillatoriales - Oscillatoriaceae - Phormidium - Phormidium tinctorium	urn:lsid:dyntaxa.se:Taxon:263540
Phormidium uncinatum	Gomont ex Gomont	species	263541		Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Phormidium	Bacteria - Cyanobacteria - Cyanophyceae - Oscillatoriophycidae - Oscillatoriales - Oscillatoriaceae - Phormidium - Phormidium uncinatum	urn:lsid:dyntaxa.se:Taxon:263541
Phormidium versicolor	"Wartmann, nom. inval."	species	6020392		Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Phormidium	Bacteria - Cyanobacteria - Cyanophyceae - Oscillatoriophycidae - Oscillatoriales - Oscillatoriaceae - Phormidium - Phormidium versicolor	urn:lsid:dyntaxa.se:Taxon:6020392
Spirulinales	"J.Komárek, J.Kastovsky, J.Mares & J.R.Johansen"	order	6012262		Cyanophyceae	Spirulinales			Bacteria - Cyanobacteria - Cyanophyceae - Oscillatoriophycidae - Spirulinales	urn:lsid:dyntaxa.se:Taxon:6012262
Spirulinaceae	"(Gomont) L.Hoffmann, J.Komárek & J.Ka"	family	6012270		Cyanophyceae	Spirulinales	Spirulinaceae		Bacteria - Cyanobacteria - Cyanophyceae - Oscillatoriophycidae - Spirulinales - Spirulinaceae	urn:lsid:dyntaxa.se:Taxon:6012270
Spirulina	Turpin ex Gomont	genus	1009933		Cyanophyceae	Spirulinales	Spirulinaceae	Spirulina	Bacteria - Cyanobacteria - Cyanophyceae - Oscillatoriophycidae - Spirulinales - Spirulinaceae - Spirulina	urn:lsid:dyntaxa.se:Taxon:1009933
Spirulina albida	Kolkw.	species	263594		Cyanophyceae	Spirulinales	Spirulinaceae	Spirulina	Bacteria - Cyanobacteria - Cyanophyceae - Oscillatoriophycidae - Spirulinales - Spirulinaceae - Spirulina - Spirulina albida	urn:lsid:dyntaxa.se:Taxon:263594
Spirulina baltica	B.Martens & Pankow	species	236148		Cyanophyceae	Spirulinales	Spirulinaceae	Spirulina	Bacteria - Cyanobacteria - Cyanophyceae - Oscillatoriophycidae - Spirulinales - Spirulinaceae - Spirulina - Spirulina baltica	urn:lsid:dyntaxa.se:Taxon:236148
Spirulina laxa	G.M.Sm.	species	6020384		Cyanophyceae	Spirulinales	Spirulinaceae	Spirulina	Bacteria - Cyanobacteria - Cyanophyceae - Oscillatoriophycidae - Spirulinales - Spirulinaceae - Spirulina - Spirulina laxa	urn:lsid:dyntaxa.se:Taxon:6020384
Spirulina major	Kütz. ex Gomont	species	236150		Cyanophyceae	Spirulinales	Spirulinaceae	Spirulina	Bacteria - Cyanobacteria - Cyanophyceae - Oscillatoriophycidae - Spirulinales - Spirulinaceae - Spirulina - Spirulina major	urn:lsid:dyntaxa.se:Taxon:236150
Spirulina meneghiniana	Zanardini ex Gomont	species	236151		Cyanophyceae	Spirulinales	Spirulinaceae	Spirulina	Bacteria - Cyanobacteria - Cyanophyceae - Oscillatoriophycidae - Spirulinales - Spirulinaceae - Spirulina - Spirulina meneghiniana	urn:lsid:dyntaxa.se:Taxon:236151
Spirulina nordstedtii	Gomont	species	263595		Cyanophyceae	Spirulinales	Spirulinaceae	Spirulina	Bacteria - Cyanobacteria - Cyanophyceae - Oscillatoriophycidae - Spirulinales - Spirulinaceae - Spirulina - Spirulina nordstedtii	urn:lsid:dyntaxa.se:Taxon:263595
Spirulina rosea	P.Crouan & H.Crouan ex Gomont	species	263596		Cyanophyceae	Spirulinales	Spirulinaceae	Spirulina	Bacteria - Cyanobacteria - Cyanophyceae - Oscillatoriophycidae - Spirulinales - Spirulinaceae - Spirulina - Spirulina rosea	urn:lsid:dyntaxa.se:Taxon:263596
Spirulina spirulinoides	(S.L.Ghose) Geitler	species	6020385		Cyanophyceae	Spirulinales	Spirulinaceae	Spirulina	Bacteria - Cyanobacteria - Cyanophyceae - Oscillatoriophycidae - Spirulinales - Spirulinaceae - Spirulina - Spirulina spirulinoides	urn:lsid:dyntaxa.se:Taxon:6020385
Spirulina subsalsa	Oerst. ex Gomont	species	236152		Cyanophyceae	Spirulinales	Spirulinaceae	Spirulina	Bacteria - Cyanobacteria - Cyanophyceae - Oscillatoriophycidae - Spirulinales - Spirulinaceae - Spirulina - Spirulina subsalsa	urn:lsid:dyntaxa.se:Taxon:236152
Spirulina subtilissima	Kütz. ex Gomont	species	263597		Cyanophyceae	Spirulinales	Spirulinaceae	Spirulina	Bacteria - Cyanobacteria - Cyanophyceae - Oscillatoriophycidae - Spirulinales - Spirulinaceae - Spirulina - Spirulina subtilissima	urn:lsid:dyntaxa.se:Taxon:263597
Spirulina tenerrima	Kütz. ex Gomont	species	263598		Cyanophyceae	Spirulinales	Spirulinaceae	Spirulina	Bacteria - Cyanobacteria - Cyanophyceae - Oscillatoriophycidae - Spirulinales - Spirulinaceae - Spirulina - Spirulina tenerrima	urn:lsid:dyntaxa.se:Taxon:263598
Spirulina versicolor	Cohn ex Gomont	species	263599		Cyanophyceae	Spirulinales	Spirulinaceae	Spirulina	Bacteria - Cyanobacteria - Cyanophyceae - Oscillatoriophycidae - Spirulinales - Spirulinaceae - Spirulina - Spirulina versicolor	urn:lsid:dyntaxa.se:Taxon:263599
Synechococcophycidae	L.Hoffm. et al.	subclass	6020339		Cyanophyceae				Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae	urn:lsid:dyntaxa.se:Taxon:6020339
Synechococcales	L.Hoffm. & al.	order	3000552		Cyanophyceae	Synechococcales			Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales	urn:lsid:dyntaxa.se:Taxon:3000552
Coelosphaeriaceae	Elenkin	family	6008727		Cyanophyceae	Synechococcales	Coelosphaeriaceae		Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Coelosphaeriaceae	urn:lsid:dyntaxa.se:Taxon:6008727
Coelomoron	Buell	genus	1010262		Cyanophyceae	Synechococcales	Coelosphaeriaceae	Coelomoron	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Coelosphaeriaceae - Coelomoron	urn:lsid:dyntaxa.se:Taxon:1010262
Coelomoron pusillum	(Goor) Komárek	species	263411		Cyanophyceae	Synechococcales	Coelosphaeriaceae	Coelomoron	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Coelosphaeriaceae - Coelomoron - Coelomoron pusillum	urn:lsid:dyntaxa.se:Taxon:263411
Coelosphaerium	Nägeli	genus	1010259		Cyanophyceae	Synechococcales	Coelosphaeriaceae	Coelosphaerium	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Coelosphaeriaceae - Coelosphaerium	urn:lsid:dyntaxa.se:Taxon:1010259
Coelosphaerium aerugineum	Lemmerm.	species	6020382		Cyanophyceae	Synechococcales	Coelosphaeriaceae	Coelosphaerium	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Coelosphaeriaceae - Coelosphaerium - Coelosphaerium aerugineum	urn:lsid:dyntaxa.se:Taxon:6020382
Coelosphaerium dubium	Grunow	species	236852		Cyanophyceae	Synechococcales	Coelosphaeriaceae	Coelosphaerium	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Coelosphaeriaceae - Coelosphaerium - Coelosphaerium dubium	urn:lsid:dyntaxa.se:Taxon:236852
Coelosphaerium kuetzingianum	Nägeli	species	236853		Cyanophyceae	Synechococcales	Coelosphaeriaceae	Coelosphaerium	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Coelosphaeriaceae - Coelosphaerium - Coelosphaerium kuetzingianum	urn:lsid:dyntaxa.se:Taxon:236853
Coelosphaerium minutissimum	Lemmerm.	species	236854		Cyanophyceae	Synechococcales	Coelosphaeriaceae	Coelosphaerium	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Coelosphaeriaceae - Coelosphaerium - Coelosphaerium minutissimum	urn:lsid:dyntaxa.se:Taxon:236854
Coelosphaerium subarcticum	Komárek & Komárk.-Legn.	species	236855		Cyanophyceae	Synechococcales	Coelosphaeriaceae	Coelosphaerium	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Coelosphaeriaceae - Coelosphaerium - Coelosphaerium subarcticum	urn:lsid:dyntaxa.se:Taxon:236855
Snowella	Elenkin	genus	1010260		Cyanophyceae	Synechococcales	Coelosphaeriaceae	Snowella	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Coelosphaeriaceae - Snowella	urn:lsid:dyntaxa.se:Taxon:1010260
Snowella atomus	Komárek & Hindák	species	236856		Cyanophyceae	Synechococcales	Coelosphaeriaceae	Snowella	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Coelosphaeriaceae - Snowella - Snowella atomus	urn:lsid:dyntaxa.se:Taxon:236856
Snowella fennica	Komárek & Komárk.-Legn.	species	236857		Cyanophyceae	Synechococcales	Coelosphaeriaceae	Snowella	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Coelosphaeriaceae - Snowella - Snowella fennica	urn:lsid:dyntaxa.se:Taxon:236857
Snowella lacustris	(Chodat) Komárek & Hindák	species	236858		Cyanophyceae	Synechococcales	Coelosphaeriaceae	Snowella	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Coelosphaeriaceae - Snowella - Snowella lacustris	urn:lsid:dyntaxa.se:Taxon:236858
Snowella litoralis	(Häyrén) Komárek & Hindák	species	236859		Cyanophyceae	Synechococcales	Coelosphaeriaceae	Snowella	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Coelosphaeriaceae - Snowella - Snowella litoralis	urn:lsid:dyntaxa.se:Taxon:236859
Snowella rosea	(Snow) Elenkin	species	236860		Cyanophyceae	Synechococcales	Coelosphaeriaceae	Snowella	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Coelosphaeriaceae - Snowella - Snowella rosea	urn:lsid:dyntaxa.se:Taxon:236860
Snowella septentrionalis	Komárek & Hindák	species	236861		Cyanophyceae	Synechococcales	Coelosphaeriaceae	Snowella	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Coelosphaeriaceae - Snowella - Snowella septentrionalis	urn:lsid:dyntaxa.se:Taxon:236861
Woronichinia	Elenkin	genus	1010261		Cyanophyceae	Synechococcales	Coelosphaeriaceae	Woronichinia	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Coelosphaeriaceae - Woronichinia	urn:lsid:dyntaxa.se:Taxon:1010261
Woronichinia compacta	(Lemmerm.) Komárek & Hindák	species	236862		Cyanophyceae	Synechococcales	Coelosphaeriaceae	Woronichinia	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Coelosphaeriaceae - Woronichinia - Woronichinia compacta	urn:lsid:dyntaxa.se:Taxon:236862
Woronichinia delicatula	(Skuja) Komárek & Hindák	species	257614		Cyanophyceae	Synechococcales	Coelosphaeriaceae	Woronichinia	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Coelosphaeriaceae - Woronichinia - Woronichinia delicatula	urn:lsid:dyntaxa.se:Taxon:257614
Woronichinia elorantae	Komárek & Komárk.-Legn.	species	236863		Cyanophyceae	Synechococcales	Coelosphaeriaceae	Woronichinia	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Coelosphaeriaceae - Woronichinia - Woronichinia elorantae	urn:lsid:dyntaxa.se:Taxon:236863
Woronichinia fusca	(Skuja) Komárek & Hindák	species	236864		Cyanophyceae	Synechococcales	Coelosphaeriaceae	Woronichinia	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Coelosphaeriaceae - Woronichinia - Woronichinia fusca	urn:lsid:dyntaxa.se:Taxon:236864
Woronichinia karelica	Komárek & Komárk.-Legn.	species	236865		Cyanophyceae	Synechococcales	Coelosphaeriaceae	Woronichinia	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Coelosphaeriaceae - Woronichinia - Woronichinia karelica	urn:lsid:dyntaxa.se:Taxon:236865
Woronichinia naegeliana	(Unger) Elenkin	species	257609		Cyanophyceae	Synechococcales	Coelosphaeriaceae	Woronichinia	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Coelosphaeriaceae - Woronichinia - Woronichinia naegeliana	urn:lsid:dyntaxa.se:Taxon:257609
Leptolyngbyaceae	(Anagnostidis & J.Komárek) J.Komárek et al.	family	6018025		Cyanophyceae	Synechococcales	Leptolyngbyaceae		Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Leptolyngbyaceae	urn:lsid:dyntaxa.se:Taxon:6018025
Planktolyngbya	Anagn. & Komárek	genus	1010240		Cyanophyceae	Synechococcales	Leptolyngbyaceae	Planktolyngbya	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Leptolyngbyaceae - Planktolyngbya	urn:lsid:dyntaxa.se:Taxon:1010240
Planktolyngbya bipunctata	(Lemmerm.) Anagn. & Komárek	species	236775		Cyanophyceae	Synechococcales	Leptolyngbyaceae	Planktolyngbya	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Leptolyngbyaceae - Planktolyngbya - Planktolyngbya bipunctata	urn:lsid:dyntaxa.se:Taxon:236775
Planktolyngbya brevicellularis	Cronberg & Komárek	species	263600		Cyanophyceae	Synechococcales	Leptolyngbyaceae	Planktolyngbya	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Leptolyngbyaceae - Planktolyngbya - Planktolyngbya brevicellularis	urn:lsid:dyntaxa.se:Taxon:263600
Planktolyngbya capillaris	(Hindák) Anagn. & Komárek	species	263601		Cyanophyceae	Synechococcales	Leptolyngbyaceae	Planktolyngbya	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Leptolyngbyaceae - Planktolyngbya - Planktolyngbya capillaris	urn:lsid:dyntaxa.se:Taxon:263601
Planktolyngbya circumcreta	(G.S.West) Anagn. & Komárek	species	257702		Cyanophyceae	Synechococcales	Leptolyngbyaceae	Planktolyngbya	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Leptolyngbyaceae - Planktolyngbya - Planktolyngbya circumcreta	urn:lsid:dyntaxa.se:Taxon:257702
Planktolyngbya contorta	(Lemmerm.) Anagn. & Komárek	species	236776		Cyanophyceae	Synechococcales	Leptolyngbyaceae	Planktolyngbya	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Leptolyngbyaceae - Planktolyngbya - Planktolyngbya contorta	urn:lsid:dyntaxa.se:Taxon:236776
Planktolyngbya crassa	Komárk.-Legn. & Cronberg	species	263602		Cyanophyceae	Synechococcales	Leptolyngbyaceae	Planktolyngbya	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Leptolyngbyaceae - Planktolyngbya - Planktolyngbya crassa	urn:lsid:dyntaxa.se:Taxon:263602
Planktolyngbya lacustris	(Lemmerm.) Anagn. & Komárek	species	236777		Cyanophyceae	Synechococcales	Leptolyngbyaceae	Planktolyngbya	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Leptolyngbyaceae - Planktolyngbya - Planktolyngbya lacustris	urn:lsid:dyntaxa.se:Taxon:236777
Planktolyngbya limnetica	(Lemmerm.) Komárk.-Legn. & Cronberg	species	236778		Cyanophyceae	Synechococcales	Leptolyngbyaceae	Planktolyngbya	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Leptolyngbyaceae - Planktolyngbya - Planktolyngbya limnetica	urn:lsid:dyntaxa.se:Taxon:236778
Planktolyngbya tallingii	Komárek & H.J.Kling	species	6020401		Cyanophyceae	Synechococcales	Leptolyngbyaceae	Planktolyngbya	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Leptolyngbyaceae - Planktolyngbya - Planktolyngbya tallingii	urn:lsid:dyntaxa.se:Taxon:6020401
Planktolyngbya undulata	Komárek & H.J.Kling	species	6020402		Cyanophyceae	Synechococcales	Leptolyngbyaceae	Planktolyngbya	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Leptolyngbyaceae - Planktolyngbya - Planktolyngbya undulata	urn:lsid:dyntaxa.se:Taxon:6020402
Merismopediaceae	Elenkin	family	2003110		Cyanophyceae	Synechococcales	Merismopediaceae		Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Merismopediaceae	urn:lsid:dyntaxa.se:Taxon:2003110
Aphanocapsa	Nägeli	genus	1010255		Cyanophyceae	Synechococcales	Merismopediaceae	Aphanocapsa	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Merismopediaceae - Aphanocapsa	urn:lsid:dyntaxa.se:Taxon:1010255
Aphanocapsa conferta	(West & G.S.West) Komárk.-Legn. & Cronberg	species	257604		Cyanophyceae	Synechococcales	Merismopediaceae	Aphanocapsa	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Merismopediaceae - Aphanocapsa - Aphanocapsa conferta	urn:lsid:dyntaxa.se:Taxon:257604
Aphanocapsa delicatissima	W.West & G.S.West	species	236834		Cyanophyceae	Synechococcales	Merismopediaceae	Aphanocapsa	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Merismopediaceae - Aphanocapsa - Aphanocapsa delicatissima	urn:lsid:dyntaxa.se:Taxon:236834
Aphanocapsa fuscolutea	Hansg.	species	263404		Cyanophyceae	Synechococcales	Merismopediaceae	Aphanocapsa	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Merismopediaceae - Aphanocapsa - Aphanocapsa fuscolutea	urn:lsid:dyntaxa.se:Taxon:263404
Aphanocapsa grevillei	(Berk.) Rabenh.	species	236836		Cyanophyceae	Synechococcales	Merismopediaceae	Aphanocapsa	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Merismopediaceae - Aphanocapsa - Aphanocapsa grevillei	urn:lsid:dyntaxa.se:Taxon:236836
Aphanocapsa holsatica	(Lemmermann) G.Cronberg & Komárek	species	6009058		Cyanophyceae	Synechococcales	Merismopediaceae	Aphanocapsa	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Merismopediaceae - Aphanocapsa - Aphanocapsa holsatica	urn:lsid:dyntaxa.se:Taxon:6009058
Aphanocapsa holsatica s.lat.	(Lemmermann) G.Cronberg & Komárek	speciesAggregate	263739		Cyanophyceae	Synechococcales	Merismopediaceae	Aphanocapsa	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Merismopediaceae - Aphanocapsa - Aphanocapsa holsatica s.lat.	urn:lsid:dyntaxa.se:Taxon:263739
Aphanocapsa hyalina	(Lyngb.) Hansg.	species	263405		Cyanophyceae	Synechococcales	Merismopediaceae	Aphanocapsa	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Merismopediaceae - Aphanocapsa - Aphanocapsa hyalina	urn:lsid:dyntaxa.se:Taxon:263405
Aphanocapsa incerta	(Lemmermann) G.Cronberg & Komárek	species	6009059		Cyanophyceae	Synechococcales	Merismopediaceae	Aphanocapsa	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Merismopediaceae - Aphanocapsa - Aphanocapsa incerta	urn:lsid:dyntaxa.se:Taxon:6009059
Aphanocapsa litoralis	Hansg.	species	6020352		Cyanophyceae	Synechococcales	Merismopediaceae	Aphanocapsa	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Merismopediaceae - Aphanocapsa - Aphanocapsa litoralis	urn:lsid:dyntaxa.se:Taxon:6020352
Aphanocapsa minuta	"(Kylin) B.A.Whitton, nom. inval."	species	6020353		Cyanophyceae	Synechococcales	Merismopediaceae	Aphanocapsa	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Merismopediaceae - Aphanocapsa - Aphanocapsa minuta	urn:lsid:dyntaxa.se:Taxon:6020353
Aphanocapsa orae	(Kossinsk.) Komárek & Anagn.	species	263406		Cyanophyceae	Synechococcales	Merismopediaceae	Aphanocapsa	Bacteria - Cyanobacteria - Cyanophyceae - Synechococcophycidae - Synechococcales - Merismopediaceae - Aphanocapsa - Aphanocapsa orae	urn:lsid:dyntaxa.se:Taxon:263406
